food_type,temperature,humidity,gas_ppm,days_since_added,weight,amount_status,spoilage_status
sashimi,2.3,65.0,169,4.4,484.5,sufficient,fine
breakfast_burrito,5.1,67.8,165,2.6,527.1,sufficient,fine
baklava,8.3,78.3,142,3.1,176.0,not_sufficient,fine
creme_brulee,6.3,80.6,399,5.7,115.1,not_sufficient,near_spoiled
strawberry_shortcake,5.0,83.2,173,0.0,271.1,not_sufficient,fine
chicken_wings,4.5,87.1,355,5.6,317.6,sufficient,near_spoiled
chicken_curry,0.8,70.6,114,1.4,273.2,not_sufficient,fine
bread_pudding,6.8,76.6,134,1.1,208.5,not_sufficient,fine
strawberry_shortcake,6.6,75.6,141,0.0,170.4,not_sufficient,fine
caesar_salad,4.2,60.9,766,6.4,482.5,sufficient,spoiled
macaroni_and_cheese,1.6,69.8,125,0.0,591.2,sufficient,fine
sashimi,0.6,86.0,194,4.0,543.5,sufficient,fine
caesar_salad,3.3,76.1,368,2.8,345.5,sufficient,near_spoiled
sashimi,2.1,86.2,199,3.2,455.7,sufficient,fine
french_fries,2.7,65.6,388,5.3,232.7,not_sufficient,near_spoiled
chicken_curry,1.5,80.0,163,1.8,495.2,sufficient,fine
hot_and_sour_soup,2.3,74.2,544,4.9,254.4,not_sufficient,spoiled
sashimi,0.5,72.3,160,4.7,190.2,not_sufficient,fine
macaroni_and_cheese,4.2,63.9,553,4.0,275.7,not_sufficient,spoiled
sashimi,0.9,88.0,187,3.4,406.6,sufficient,fine
fried_rice,4.4,74.3,547,5.4,122.0,not_sufficient,spoiled
spaghetti_carbonara,7.2,70.7,375,3.7,157.0,not_sufficient,near_spoiled
deviled_eggs,6.2,81.2,111,3.3,266.6,not_sufficient,fine
seaweed_salad,4.8,84.7,332,3.7,203.5,not_sufficient,near_spoiled
lobster_roll_sandwich,4.1,65.4,299,3.7,480.3,sufficient,near_spoiled
dumplings,3.4,67.1,141,3.5,184.6,not_sufficient,fine
spaghetti_carbonara,2.9,84.9,112,1.9,189.5,not_sufficient,fine
ceviche,3.3,79.7,128,4.5,556.3,sufficient,fine
fish_and_chips,5.3,83.0,364,5.5,495.7,sufficient,near_spoiled
beef_carpaccio,5.0,71.5,104,1.4,528.2,sufficient,fine
hot_dog,2.5,73.6,168,0.0,508.3,sufficient,fine
carrot_cake,5.0,77.5,149,0.0,354.5,sufficient,fine
beef_carpaccio,3.9,81.3,120,0.0,509.6,sufficient,fine
risotto,5.8,82.6,123,0.4,166.3,not_sufficient,fine
falafel,5.6,75.2,446,3.7,189.1,not_sufficient,spoiled
fried_rice,4.6,66.5,125,2.2,427.8,sufficient,fine
carrot_cake,4.6,87.3,364,2.2,441.3,sufficient,near_spoiled
creme_brulee,7.7,69.8,118,3.9,115.0,not_sufficient,fine
risotto,6.5,64.1,241,8.5,530.9,sufficient,near_spoiled
filet_mignon,5.9,75.6,233,4.2,265.8,not_sufficient,near_spoiled
greek_salad,4.6,78.4,147,0.0,478.1,sufficient,fine
edamame,4.8,84.6,222,4.5,410.8,sufficient,near_spoiled
chicken_wings,2.1,78.0,267,6.0,446.9,sufficient,near_spoiled
edamame,2.0,71.8,139,1.4,489.5,sufficient,fine
fish_and_chips,3.8,84.4,209,9.5,272.8,not_sufficient,near_spoiled
french_fries,5.4,87.5,177,3.7,137.8,not_sufficient,fine
french_toast,7.7,88.2,274,3.6,404.1,sufficient,near_spoiled
ice_cream,2.0,78.3,117,1.0,486.1,sufficient,fine
pancakes,5.0,71.8,178,2.9,408.5,sufficient,fine
cheececake,5.3,71.9,218,5.4,213.0,not_sufficient,near_spoiled
hot_and_sour_soup,5.3,74.8,138,0.0,259.6,not_sufficient,fine
fish_and_chips,5.1,78.2,233,7.0,262.1,not_sufficient,near_spoiled
caesar_salad,2.8,81.5,174,1.8,403.4,sufficient,fine
carrot_cake,6.1,86.4,780,4.7,235.1,not_sufficient,spoiled
french_fries,1.5,80.9,247,8.0,520.0,sufficient,near_spoiled
grilled_salmon,0.1,81.9,664,4.6,300.4,sufficient,spoiled
pizza,3.7,82.6,250,5.2,425.1,sufficient,near_spoiled
donuts,4.7,80.2,250,4.1,461.6,sufficient,near_spoiled
donuts,6.0,73.4,161,0.0,587.7,sufficient,fine
fried_calamari,2.1,64.7,164,2.4,108.2,not_sufficient,fine
garlic_bread,4.6,61.1,106,1.1,309.9,sufficient,fine
fried_rice,1.9,72.0,376,4.2,297.4,not_sufficient,near_spoiled
dumplings,6.8,64.7,212,6.3,339.3,sufficient,near_spoiled
cheececake,6.8,71.2,136,2.9,249.2,not_sufficient,fine
deviled_eggs,6.4,65.3,140,1.0,324.6,sufficient,fine
ceviche,-0.6,78.0,273,7.1,350.2,sufficient,near_spoiled
onion_rings,2.4,63.1,157,1.3,300.8,sufficient,fine
fried_rice,4.6,61.0,369,3.9,189.8,not_sufficient,near_spoiled
lobster_roll_sandwich,0.8,82.3,380,3.4,270.2,not_sufficient,near_spoiled
chicken_wings,1.1,63.9,232,6.7,141.0,not_sufficient,near_spoiled
chicken_curry,3.4,84.7,135,2.2,397.5,sufficient,fine
bread_pudding,6.6,74.7,121,0.0,295.6,not_sufficient,fine
chicken_curry,1.6,66.8,159,3.0,239.8,not_sufficient,fine
carrot_cake,6.4,86.2,597,3.2,334.7,sufficient,spoiled
chocolate_cake,6.3,65.8,179,1.9,242.9,not_sufficient,fine
risotto,2.7,85.1,317,6.6,206.7,not_sufficient,near_spoiled
cup_cakes,5.2,68.0,137,0.0,365.6,sufficient,fine
risotto,4.6,64.9,200,2.6,531.6,sufficient,fine
fried_calamari,1.5,74.8,113,1.5,535.1,sufficient,fine
garlic_bread,4.4,67.3,341,4.5,533.4,sufficient,near_spoiled
edamame,3.0,72.6,353,4.1,546.4,sufficient,near_spoiled
beef_salad,1.9,76.7,281,2.9,290.4,not_sufficient,near_spoiled
chicken_curry,2.3,72.4,179,0.0,437.6,sufficient,fine
cheese_plate,4.5,70.7,314,7.5,179.3,not_sufficient,near_spoiled
hot_and_sour_soup,4.7,65.1,160,0.3,329.8,sufficient,fine
greek_salad,3.1,80.0,173,1.1,446.2,sufficient,fine
ramen,2.9,87.6,193,3.2,311.2,sufficient,fine
ice_cream,2.4,64.7,112,2.6,209.6,not_sufficient,fine
hot_dog,1.2,80.2,189,0.0,545.4,sufficient,fine
apple-pie,7.7,68.3,109,0.0,550.9,sufficient,fine
french_fries,4.4,68.8,127,4.8,375.6,sufficient,fine
sashimi,0.9,81.4,265,8.4,444.9,sufficient,near_spoiled
deviled_eggs,5.8,67.3,388,6.8,310.8,sufficient,near_spoiled
risotto,3.6,78.1,164,2.0,219.2,not_sufficient,fine
baklava,5.0,73.0,214,4.5,483.0,sufficient,near_spoiled
ceviche,0.6,74.7,112,3.3,110.5,not_sufficient,fine
sashimi,1.9,73.1,258,8.2,257.7,not_sufficient,near_spoiled
cheese_plate,1.5,68.3,122,5.0,105.1,not_sufficient,fine
deviled_eggs,5.7,65.0,319,3.8,102.8,not_sufficient,near_spoiled
spaghetti_carbonara,5.2,63.5,122,2.3,417.4,sufficient,fine
cup_cakes,5.2,81.4,392,3.3,220.5,not_sufficient,near_spoiled
onion_rings,1.9,73.9,225,5.0,501.6,sufficient,near_spoiled
sashimi,2.1,72.6,197,4.9,166.3,not_sufficient,fine
dumplings,4.7,82.1,126,1.3,429.5,sufficient,fine
hummus,5.8,71.1,386,3.9,500.9,sufficient,near_spoiled
breakfast_burrito,2.0,89.5,100,4.3,174.3,not_sufficient,fine
nachos,4.3,88.1,293,6.1,505.7,sufficient,near_spoiled
baklava,6.9,67.8,194,0.0,205.1,not_sufficient,fine
breakfast_burrito,5.9,88.0,196,0.7,468.0,sufficient,fine
caesar_salad,3.5,70.4,258,3.3,195.2,not_sufficient,near_spoiled
waffles,6.4,64.4,294,4.2,468.0,sufficient,near_spoiled
hot_and_sour_soup,5.0,67.4,191,0.4,255.4,not_sufficient,fine
risotto,5.3,61.9,265,6.3,531.4,sufficient,near_spoiled
carrot_cake,5.0,77.8,669,3.9,517.8,sufficient,spoiled
apple-pie,4.1,76.4,184,0.1,314.1,sufficient,fine
fried_calamari,1.7,60.2,263,4.1,586.8,sufficient,near_spoiled
risotto,6.0,62.3,360,7.6,340.9,sufficient,near_spoiled
filet_mignon,1.7,71.7,363,4.2,308.2,sufficient,near_spoiled
spaghetti_carbonara,2.3,67.4,253,6.3,508.9,sufficient,near_spoiled
hot_dog,4.3,86.3,138,0.3,486.6,sufficient,fine
caesar_salad,3.3,89.3,268,3.8,519.2,sufficient,near_spoiled
caesar_salad,1.7,73.7,160,0.4,508.2,sufficient,fine
caesar_salad,5.0,71.6,125,1.5,310.5,sufficient,fine
filet_mignon,4.0,65.8,213,5.0,404.5,sufficient,near_spoiled
chocolate_cake,8.1,64.4,293,5.1,381.4,sufficient,near_spoiled
garlic_bread,5.2,77.1,171,1.2,588.8,sufficient,fine
fried_calamari,1.0,74.7,250,4.6,477.9,sufficient,near_spoiled
strawberry_shortcake,4.8,80.4,389,1.8,595.9,sufficient,near_spoiled
creme_brulee,5.8,60.2,356,6.4,203.5,not_sufficient,near_spoiled
chicken_curry,5.4,88.0,220,3.8,484.7,sufficient,near_spoiled
lobster_roll_sandwich,0.1,60.9,147,1.3,190.4,not_sufficient,fine
grilled_salmon,1.3,81.7,366,2.7,554.4,sufficient,near_spoiled
apple-pie,8.3,84.7,180,1.6,292.0,not_sufficient,fine
ceviche,1.1,67.0,270,5.5,343.6,sufficient,near_spoiled
edamame,3.0,86.0,143,3.5,310.5,sufficient,fine
apple-pie,5.7,85.9,200,1.5,506.1,sufficient,fine
hot_and_sour_soup,4.6,66.2,558,3.1,566.9,sufficient,spoiled
macaroni_and_cheese,3.4,77.0,452,3.1,440.4,sufficient,spoiled
sashimi,0.6,86.7,273,6.3,559.5,sufficient,near_spoiled
carrot_cake,5.2,88.8,111,0.0,419.3,sufficient,fine
filet_mignon,1.7,86.9,277,5.4,215.3,not_sufficient,near_spoiled
apple-pie,6.6,69.0,113,0.0,456.2,sufficient,fine
nachos,3.7,63.3,182,5.0,421.4,sufficient,fine
french_toast,5.6,85.6,183,1.1,127.7,not_sufficient,fine
chicken_curry,3.3,88.2,175,1.4,483.6,sufficient,fine
spaghetti_carbonara,1.7,63.1,172,0.9,352.6,sufficient,fine
caesar_salad,3.7,66.1,178,2.1,586.9,sufficient,fine
grilled_salmon,0.5,83.4,118,0.0,374.5,sufficient,fine
beef_carpaccio,2.9,82.7,266,4.3,534.8,sufficient,near_spoiled
macaroni_and_cheese,3.1,81.7,116,1.0,397.9,sufficient,fine
caesar_salad,3.8,60.5,377,3.8,533.0,sufficient,near_spoiled
waffles,4.6,63.1,102,0.8,112.2,not_sufficient,fine
macaroni_and_cheese,5.4,65.3,638,4.5,567.1,sufficient,spoiled
onion_rings,5.9,62.1,129,0.8,256.6,not_sufficient,fine
carrot_cake,6.8,65.5,131,1.5,574.5,sufficient,fine
breakfast_burrito,3.7,79.0,125,1.4,354.0,sufficient,fine
cup_cakes,4.5,79.0,129,0.0,512.7,sufficient,fine
beef_carpaccio,1.5,72.0,162,1.5,352.2,sufficient,fine
spaghetti_carbonara,5.8,88.1,348,6.6,244.9,not_sufficient,near_spoiled
hot_and_sour_soup,5.4,73.7,297,3.0,391.8,sufficient,near_spoiled
strawberry_shortcake,6.6,69.4,167,1.4,219.2,not_sufficient,fine
ramen,5.2,70.6,394,4.6,376.5,sufficient,near_spoiled
donuts,7.9,75.0,121,0.9,263.0,not_sufficient,fine
bread_pudding,8.0,75.5,171,0.0,125.4,not_sufficient,fine
baklava,6.2,86.8,273,4.4,452.8,sufficient,near_spoiled
bread_pudding,6.5,66.1,390,2.7,369.4,sufficient,near_spoiled
cheececake,4.6,86.7,157,4.4,590.6,sufficient,fine
sushi,3.9,86.0,190,2.3,231.0,not_sufficient,fine
creme_brulee,6.4,69.6,103,1.5,351.2,sufficient,fine
ceviche,0.2,64.6,395,5.3,328.0,sufficient,near_spoiled
cheececake,4.8,73.0,172,2.5,124.3,not_sufficient,fine
deviled_eggs,5.5,89.1,339,3.6,393.7,sufficient,near_spoiled
cheececake,1.6,77.2,369,7.3,233.9,not_sufficient,near_spoiled
ice_cream,2.1,84.7,113,3.3,305.7,sufficient,fine
dumplings,8.8,82.8,183,3.2,437.8,sufficient,fine
onion_rings,5.3,62.1,180,0.0,586.4,sufficient,fine
greek_salad,3.6,65.4,131,0.0,258.1,not_sufficient,fine
greek_salad,4.1,61.9,446,3.2,215.2,not_sufficient,spoiled
grilled_salmon,1.7,82.0,197,0.6,277.6,not_sufficient,fine
chocolate_cake,7.0,84.2,245,6.8,273.2,not_sufficient,near_spoiled
ceviche,-0.9,66.1,178,0.0,536.7,sufficient,fine
ice_cream,1.4,76.1,117,2.7,223.0,not_sufficient,fine
deviled_eggs,8.0,61.9,308,5.6,381.4,sufficient,near_spoiled
nachos,1.6,72.7,127,3.2,370.8,sufficient,fine
ceviche,2.4,85.8,175,2.3,581.9,sufficient,fine
cup_cakes,5.5,60.6,217,4.3,496.9,sufficient,near_spoiled
donuts,6.0,79.0,145,0.3,498.0,sufficient,fine
beef_salad,1.4,79.5,313,3.9,427.8,sufficient,near_spoiled
french_toast,5.1,74.4,453,5.3,303.6,sufficient,spoiled
beef_salad,-0.2,70.9,392,4.0,520.9,sufficient,near_spoiled
bread_pudding,7.4,64.7,154,0.0,484.7,sufficient,fine
waffles,5.5,70.4,305,4.6,567.2,sufficient,near_spoiled
fish_and_chips,3.8,83.6,120,0.1,293.5,not_sufficient,fine
fried_calamari,0.2,84.5,153,0.0,286.4,not_sufficient,fine
beef_carpaccio,1.1,79.6,138,0.0,401.9,sufficient,fine
beef_carpaccio,2.8,73.2,309,3.4,570.0,sufficient,near_spoiled
beef_salad,1.6,80.3,121,0.0,166.9,not_sufficient,fine
omelette,4.6,64.3,387,3.8,459.1,sufficient,near_spoiled
omelette,6.1,61.4,106,3.0,285.5,not_sufficient,fine
donuts,6.3,74.9,184,1.3,478.5,sufficient,fine
pizza,3.1,82.2,166,0.0,592.2,sufficient,fine
caesar_salad,3.9,74.4,303,3.0,257.0,not_sufficient,near_spoiled
french_onion_soup,6.3,62.9,271,3.0,129.1,not_sufficient,near_spoiled
chocolate_cake,4.0,77.1,334,4.4,264.3,not_sufficient,near_spoiled
french_toast,5.8,88.6,204,2.9,547.1,sufficient,near_spoiled
omelette,4.7,62.5,362,3.6,582.8,sufficient,near_spoiled
edamame,5.1,72.2,374,4.8,488.6,sufficient,near_spoiled
apple-pie,4.0,72.7,164,0.0,111.2,not_sufficient,fine
spaghetti_carbonara,4.7,82.5,122,3.3,368.7,sufficient,fine
deviled_eggs,7.9,76.7,207,4.5,588.4,sufficient,near_spoiled
bread_pudding,9.0,74.0,145,0.0,194.4,not_sufficient,fine
risotto,7.0,83.9,141,4.3,157.3,not_sufficient,fine
caesar_salad,4.0,81.0,156,1.7,531.4,sufficient,fine
ramen,4.2,75.9,291,5.7,320.6,sufficient,near_spoiled
apple-pie,7.6,67.6,132,0.4,428.6,sufficient,fine
french_onion_soup,6.8,71.9,278,4.0,491.9,sufficient,near_spoiled
baklava,8.0,69.0,190,0.0,245.9,not_sufficient,fine
hot_dog,3.3,76.4,176,0.2,524.7,sufficient,fine
chicken_curry,0.6,68.5,132,2.7,427.3,sufficient,fine
sushi,3.7,89.2,135,1.5,296.5,not_sufficient,fine
chicken_curry,4.3,79.8,364,4.6,497.9,sufficient,near_spoiled
french_toast,8.5,78.7,141,0.8,542.5,sufficient,fine
carrot_cake,5.3,80.4,178,1.2,323.0,sufficient,fine
omelette,3.6,78.4,190,3.5,319.3,sufficient,fine
ramen,6.3,74.3,151,0.6,592.6,sufficient,fine
waffles,5.6,63.9,355,4.8,271.8,not_sufficient,near_spoiled
falafel,4.5,81.3,519,4.6,436.7,sufficient,spoiled
carrot_cake,2.5,71.4,116,0.0,106.8,not_sufficient,fine
sushi,4.5,78.5,180,4.8,281.9,not_sufficient,fine
sushi,2.1,71.4,176,4.4,334.5,sufficient,fine
macaroni_and_cheese,1.6,79.4,767,4.1,455.2,sufficient,spoiled
spaghetti_carbonara,2.8,80.1,191,2.3,346.9,sufficient,fine
french_toast,6.3,79.4,100,0.9,372.3,sufficient,fine
fish_and_chips,3.8,70.6,261,9.8,189.0,not_sufficient,near_spoiled
chicken_wings,1.6,65.1,257,6.3,578.1,sufficient,near_spoiled
caesar_salad,0.6,76.6,137,1.6,594.9,sufficient,fine
fish_and_chips,6.0,86.6,294,7.1,335.5,sufficient,near_spoiled
falafel,4.8,63.3,388,2.1,361.7,sufficient,near_spoiled
hot_and_sour_soup,3.7,68.5,346,2.9,244.9,not_sufficient,near_spoiled
hot_dog,1.2,79.1,291,1.6,290.3,not_sufficient,near_spoiled
filet_mignon,3.9,71.5,150,0.0,595.7,sufficient,fine
bread_pudding,6.6,63.4,119,0.0,424.8,sufficient,fine
ramen,1.9,74.2,155,1.7,155.0,not_sufficient,fine
hot_and_sour_soup,4.5,86.2,478,3.7,343.7,sufficient,spoiled
nachos,5.3,84.1,130,3.0,250.4,not_sufficient,fine
cheececake,2.7,67.7,112,4.7,290.0,not_sufficient,fine
onion_rings,4.2,78.6,232,3.2,420.3,sufficient,near_spoiled
risotto,1.3,62.7,154,4.8,222.3,not_sufficient,fine
pizza,2.8,63.4,316,4.1,104.0,not_sufficient,near_spoiled
cup_cakes,8.9,70.9,319,4.9,390.2,sufficient,near_spoiled
greek_salad,1.0,88.1,169,0.0,157.1,not_sufficient,fine
chocolate_cake,6.3,61.1,351,3.9,287.3,not_sufficient,near_spoiled
deviled_eggs,6.7,66.2,380,5.1,269.2,not_sufficient,near_spoiled
cheese_plate,2.4,66.2,103,2.2,209.7,not_sufficient,fine
deviled_eggs,6.7,88.2,107,1.6,176.8,not_sufficient,fine
breakfast_burrito,1.7,84.7,382,8.2,521.5,sufficient,near_spoiled
baklava,7.6,82.8,395,4.4,240.5,not_sufficient,near_spoiled
hummus,3.4,60.8,143,0.0,505.3,sufficient,fine
breakfast_burrito,3.5,61.0,286,5.3,577.6,sufficient,near_spoiled
deviled_eggs,5.7,69.3,285,4.1,281.5,not_sufficient,near_spoiled
chicken_wings,2.6,68.9,262,6.4,254.6,not_sufficient,near_spoiled
beef_carpaccio,-1.1,85.5,147,0.3,203.1,not_sufficient,fine
waffles,6.2,61.7,264,6.6,364.2,sufficient,near_spoiled
french_onion_soup,5.1,76.6,276,3.9,301.3,sufficient,near_spoiled
french_fries,4.6,84.1,198,2.9,252.4,not_sufficient,fine
fried_calamari,4.4,86.9,155,0.0,102.3,not_sufficient,fine
fried_rice,4.6,65.2,153,2.3,384.5,sufficient,fine
hot_and_sour_soup,5.2,86.9,180,0.3,413.2,sufficient,fine
french_onion_soup,4.4,66.0,183,1.8,482.9,sufficient,fine
fried_calamari,2.4,63.6,114,1.1,419.0,sufficient,fine
edamame,3.3,74.8,141,1.3,424.0,sufficient,fine
beef_carpaccio,-1.5,84.1,203,3.0,113.0,not_sufficient,near_spoiled
strawberry_shortcake,8.1,80.3,181,0.8,587.5,sufficient,fine
strawberry_shortcake,7.0,77.1,220,2.0,224.6,not_sufficient,near_spoiled
fried_rice,3.8,75.1,285,2.7,341.5,sufficient,near_spoiled
beef_carpaccio,0.9,85.3,223,4.3,176.7,not_sufficient,near_spoiled
creme_brulee,4.9,66.2,316,7.4,407.1,sufficient,near_spoiled
apple-pie,6.6,63.9,686,6.5,387.7,sufficient,spoiled
breakfast_burrito,5.8,83.3,177,3.6,429.3,sufficient,fine
french_fries,2.8,73.3,144,4.3,499.7,sufficient,fine
cheececake,4.7,78.3,332,6.6,295.4,not_sufficient,near_spoiled
ramen,4.3,86.7,252,4.9,496.6,sufficient,near_spoiled
creme_brulee,5.5,87.0,390,6.1,342.7,sufficient,near_spoiled
dumplings,5.7,75.3,249,5.3,431.0,sufficient,near_spoiled
sushi,5.1,80.7,153,4.7,450.9,sufficient,fine
apple-pie,6.4,67.0,177,1.7,373.7,sufficient,fine
baklava,2.1,76.7,149,1.7,333.9,sufficient,fine
edamame,5.0,80.5,287,5.4,388.9,sufficient,near_spoiled
cheese_plate,4.4,75.6,288,8.6,523.7,sufficient,near_spoiled
nachos,4.8,79.4,190,4.6,281.3,not_sufficient,fine
lobster_roll_sandwich,-1.0,63.0,109,1.1,402.8,sufficient,fine
baklava,4.7,71.2,120,1.0,282.1,not_sufficient,fine
cup_cakes,5.4,75.1,259,2.6,527.8,sufficient,near_spoiled
beef_carpaccio,0.4,77.7,165,1.3,147.0,not_sufficient,fine
cheececake,-0.0,74.8,328,5.9,225.5,not_sufficient,near_spoiled
hot_dog,2.2,75.9,337,2.5,430.1,sufficient,near_spoiled
omelette,4.1,68.9,377,4.0,132.1,not_sufficient,near_spoiled
cheese_plate,1.5,86.7,159,2.1,308.1,sufficient,fine
pizza,4.5,81.5,165,2.1,442.9,sufficient,fine
onion_rings,3.9,74.5,190,0.0,218.1,not_sufficient,fine
pancakes,3.6,75.0,294,5.9,230.5,not_sufficient,near_spoiled
falafel,3.3,83.8,650,5.2,394.9,sufficient,spoiled
chocolate_cake,8.4,67.2,105,1.0,233.6,not_sufficient,fine
chicken_curry,-1.5,68.3,376,6.3,185.4,not_sufficient,near_spoiled
carrot_cake,6.2,64.3,196,0.0,122.4,not_sufficient,fine
grilled_salmon,-0.1,88.0,430,3.6,270.6,not_sufficient,spoiled
beef_carpaccio,0.2,87.7,148,0.0,566.8,sufficient,fine
sushi,2.8,63.7,115,2.6,257.7,not_sufficient,fine
macaroni_and_cheese,4.2,74.3,516,3.5,438.3,sufficient,spoiled
caesar_salad,1.7,71.6,174,2.4,361.9,sufficient,fine
onion_rings,3.2,71.0,271,4.9,423.6,sufficient,near_spoiled
carrot_cake,7.1,85.8,127,0.0,576.4,sufficient,fine
deviled_eggs,7.8,76.8,165,1.7,409.6,sufficient,fine
donuts,6.3,79.0,190,1.2,340.7,sufficient,fine
baklava,6.8,86.1,196,2.9,586.4,sufficient,fine
garlic_bread,2.4,70.2,283,3.8,134.8,not_sufficient,near_spoiled
grilled_salmon,1.2,73.3,158,0.0,440.4,sufficient,fine
risotto,6.4,72.8,191,2.5,102.8,not_sufficient,fine
pancakes,8.0,86.6,173,2.3,297.0,not_sufficient,fine
caesar_salad,1.7,83.7,654,5.3,255.7,not_sufficient,spoiled
french_toast,7.7,79.3,109,2.5,589.1,sufficient,fine
greek_salad,5.1,78.4,732,3.1,425.7,sufficient,spoiled
hot_dog,1.3,89.9,197,0.0,546.0,sufficient,fine
greek_salad,5.5,83.9,197,1.0,556.6,sufficient,fine
garlic_bread,2.7,72.3,162,2.0,466.3,sufficient,fine
pancakes,4.0,84.1,130,2.3,497.4,sufficient,fine
sushi,3.3,62.5,114,4.3,136.7,not_sufficient,fine
onion_rings,-0.4,73.7,392,3.7,311.3,sufficient,near_spoiled
chicken_wings,4.7,69.3,195,3.3,122.8,not_sufficient,fine
fried_rice,5.5,60.6,652,5.2,311.3,sufficient,spoiled
omelette,4.6,60.5,161,2.4,356.7,sufficient,fine
chicken_wings,-1.6,77.3,298,5.3,150.9,not_sufficient,near_spoiled
hot_and_sour_soup,5.3,67.4,322,2.0,296.2,not_sufficient,near_spoiled
falafel,0.3,79.5,638,3.2,465.9,sufficient,spoiled
fried_calamari,1.3,81.4,169,3.2,221.5,not_sufficient,fine
apple-pie,3.4,83.3,204,4.8,531.0,sufficient,near_spoiled
fried_calamari,3.1,68.7,717,7.5,398.6,sufficient,spoiled
edamame,3.6,70.9,282,4.0,326.9,sufficient,near_spoiled
omelette,4.5,73.0,140,1.5,284.6,not_sufficient,fine
beef_salad,2.6,84.9,134,1.6,341.5,sufficient,fine
ice_cream,2.5,72.0,176,4.1,488.5,sufficient,fine
nachos,4.2,73.6,228,6.5,113.0,not_sufficient,near_spoiled
fried_calamari,2.8,74.0,160,1.3,373.4,sufficient,fine
seaweed_salad,2.0,67.6,236,6.8,485.7,sufficient,near_spoiled
risotto,4.8,75.3,398,5.1,115.5,not_sufficient,near_spoiled
donuts,8.0,88.5,463,6.4,377.4,sufficient,spoiled
onion_rings,4.4,80.4,174,2.4,460.4,sufficient,fine
onion_rings,5.7,87.2,164,1.8,156.9,not_sufficient,fine
baklava,4.5,81.0,317,4.6,137.9,not_sufficient,near_spoiled
apple-pie,7.8,77.9,391,3.0,229.6,not_sufficient,near_spoiled
apple-pie,6.3,83.2,160,1.6,457.1,sufficient,fine
garlic_bread,8.3,87.6,367,3.4,225.1,not_sufficient,near_spoiled
sashimi,3.2,83.4,238,5.5,222.8,not_sufficient,near_spoiled
greek_salad,2.0,63.4,267,2.8,220.3,not_sufficient,near_spoiled
apple-pie,3.9,73.3,190,1.0,101.2,not_sufficient,fine
chocolate_cake,5.9,74.7,158,3.4,456.3,sufficient,fine
fried_rice,5.1,78.6,104,0.0,453.7,sufficient,fine
lobster_roll_sandwich,0.2,74.2,480,6.5,328.5,sufficient,spoiled
baklava,6.9,80.1,266,3.7,506.2,sufficient,near_spoiled
chicken_wings,3.3,86.5,366,9.0,301.2,sufficient,near_spoiled
strawberry_shortcake,5.7,63.3,163,0.8,145.8,not_sufficient,fine
strawberry_shortcake,4.4,85.5,102,0.8,473.2,sufficient,fine
deviled_eggs,4.7,80.8,170,3.3,189.1,not_sufficient,fine
cheececake,3.5,89.1,380,6.8,284.1,not_sufficient,near_spoiled
fried_rice,7.4,72.0,173,1.4,213.2,not_sufficient,fine
french_toast,4.9,70.4,219,3.2,519.7,sufficient,near_spoiled
lobster_roll_sandwich,0.4,68.0,136,1.4,378.8,sufficient,fine
ceviche,2.0,86.9,244,6.4,210.3,not_sufficient,near_spoiled
ceviche,-0.1,68.6,228,6.6,446.5,sufficient,near_spoiled
beef_salad,2.4,61.8,163,1.8,524.9,sufficient,fine
hummus,7.1,61.0,102,0.0,282.0,not_sufficient,fine
ramen,4.7,71.1,125,2.8,574.1,sufficient,fine
seaweed_salad,3.5,81.2,238,4.2,471.1,sufficient,near_spoiled
filet_mignon,2.9,89.5,142,0.7,120.4,not_sufficient,fine
chocolate_cake,3.3,82.4,296,4.5,523.9,sufficient,near_spoiled
hot_and_sour_soup,5.4,63.0,175,1.0,272.5,not_sufficient,fine
french_fries,4.4,75.5,192,0.6,545.8,sufficient,fine
hummus,5.1,67.2,679,5.6,411.9,sufficient,spoiled
lobster_roll_sandwich,3.5,71.7,298,4.0,388.4,sufficient,near_spoiled
hot_dog,3.6,79.6,190,0.7,516.6,sufficient,fine
sashimi,4.0,78.8,348,6.6,460.4,sufficient,near_spoiled
beef_carpaccio,5.5,60.7,363,3.1,465.5,sufficient,near_spoiled
macaroni_and_cheese,4.9,83.5,393,2.5,330.5,sufficient,near_spoiled
cheececake,5.5,68.8,153,4.1,393.2,sufficient,fine
pancakes,6.1,73.9,374,6.1,154.1,not_sufficient,near_spoiled
spaghetti_carbonara,0.0,82.5,164,0.6,269.3,not_sufficient,fine
nachos,4.4,65.5,141,2.7,362.2,sufficient,fine
beef_salad,1.0,69.7,435,5.2,257.5,not_sufficient,spoiled
cup_cakes,7.1,79.3,290,2.8,134.4,not_sufficient,near_spoiled
pizza,7.0,69.3,313,3.6,381.9,sufficient,near_spoiled
french_toast,5.5,69.1,171,0.4,277.2,not_sufficient,fine
falafel,3.6,69.3,148,1.1,185.9,not_sufficient,fine
beef_carpaccio,1.8,63.7,101,1.4,290.7,not_sufficient,fine
edamame,4.6,78.4,127,0.0,132.6,not_sufficient,fine
pizza,6.1,70.1,395,4.6,492.4,sufficient,near_spoiled
french_toast,6.3,82.0,161,0.0,227.8,not_sufficient,fine
waffles,7.4,80.6,391,6.8,230.9,not_sufficient,near_spoiled
hummus,7.6,83.7,276,4.0,208.2,not_sufficient,near_spoiled
